,name,game_participate,minutes,pts,FGM,FGA,FG%,3PM,3PA,3P%,EFG%
290,Joe Harris,14,30.2,8.1,2.7,5.9,46.3,2.7,5.8,46.9,69.5
291,Joe Ingles,45,24.9,3.5,1.2,3.3,35.8,1.2,3.2,35.6,53.4
292,Joe Johnson,1,2.0,0.0,0.0,0.0,-,-,-,-,-
293,Joe Wieskamp,29,7.1,1.2,0.4,1.2,34.3,0.4,1.1,34.4,50.0
294,Joel Ayayi,7,2.9,0.0,0.0,0.0,-,0.0,0.0,-,-
295,Joel Embiid,68,33.8,3.7,1.4,3.5,41.5,0.8,2.2,36.8,53.4
296,John Collins,54,30.8,4.3,1.6,4.1,38.3,1.2,3.2,36.6,52.5
297,John Konchar,72,17.9,2.1,0.7,1.6,43.2,0.7,1.6,42.1,63.6
298,Jon Teske,3,2.6,0.0,0.0,0.3,0.0,-,-,-,0.0
299,Jonas Valanciunas,74,30.3,3.5,1.4,3.1,43.5,0.8,2.0,37.1,55.6
300,Jonathan Kuminga,70,16.9,2.0,0.7,1.9,36.2,0.7,1.8,36.2,53.8
301,Jordan Bell,1,2.0,0.0,0.0,0.0,-,-,-,-,-
302,Jordan Clarkson,79,27.1,3.7,1.2,3.9,31.4,1.2,3.9,31.3,46.8
303,Jordan Goodwin,2,3.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
304,Jordan McLaughlin,62,14.5,1.0,0.3,1.0,32.8,0.3,1.0,32.8,49.2
305,Jordan Nwora,62,19.1,2.7,0.9,2.7,33.1,0.9,2.6,34.0,49.7
306,Jordan Poole,76,30.0,5.3,1.8,4.6,38.0,1.7,4.6,37.9,56.5
307,Jordan Schakel,4,7.6,0.8,0.3,1.5,16.7,0.3,1.5,16.7,25.0
308,Jose Alvarado,54,15.4,1.6,0.6,1.6,34.9,0.5,1.6,34.5,51.7
309,Josh Christopher,74,18.0,1.6,0.5,1.7,31.5,0.5,1.7,31.2,46.9
310,Josh Giddey,54,31.5,2.5,0.9,3.1,27.6,0.7,2.9,24.5,39.1
311,Josh Green,67,15.5,1.2,0.4,1.1,36.0,0.4,1.1,36.5,54.0
312,Josh Hart,54,33.2,2.6,0.9,2.6,33.6,0.9,2.6,33.8,50.4
313,Josh Jackson,51,16.3,1.6,0.5,2.1,26.7,0.5,2.0,26.9,40.0
314,Josh Okogie,49,10.5,0.8,0.3,1.0,27.7,0.3,0.9,28.3,41.5
315,Josh Richardson,65,24.6,4.7,1.6,3.8,42.4,1.4,3.4,41.1,60.8
316,Joshua Primo,50,19.3,2.2,0.7,2.5,29.8,0.7,2.4,30.6,44.8
317,Jrue Holiday,67,32.9,1.9,0.6,1.5,42.9,0.6,1.4,42.1,63.3
318,Juan Toscano-Anderson,73,13.6,0.8,0.3,1.0,29.2,0.3,1.0,28.6,43.1
319,Juancho Hernangomez,40,11.1,1.8,0.6,1.7,35.3,0.6,1.7,35.3,52.9
320,Julius Randle,72,35.3,3.1,1.1,3.6,30.0,0.9,3.1,30.1,43.2
321,Justin Anderson,16,19.7,2.3,0.8,3.3,23.1,0.8,3.3,23.1,34.6
322,Justin Champagnie,36,7.8,0.9,0.3,0.8,37.9,0.3,0.8,35.7,55.2
323,Justin Holiday,74,27.8,6.0,2.0,5.5,36.5,2.0,5.4,36.9,54.6
324,Justin Jackson,7,5.2,0.4,0.1,0.7,20.0,0.1,0.7,20.0,30.0
325,Justin Robinson,25,12.1,1.7,0.6,1.9,29.2,0.6,1.9,29.2,43.8
326,Justise Winslow,48,16.1,1.1,0.4,1.5,26.4,0.3,1.3,22.2,36.1
327,Jusuf Nurkic,56,28.2,0.9,0.3,1.3,25.0,0.2,0.9,25.5,34.0
328,Juwan Morgan,2,15.5,1.5,0.5,1.0,50.0,0.5,1.0,50.0,75.0
329,KZ Okpala,21,11.6,1.3,0.4,1.2,34.6,0.4,1.2,36.0,51.9
330,Kai Jones,21,3.0,0.1,0.0,0.1,33.3,0.0,0.1,50.0,50.0
331,Karl-Anthony Towns,74,33.5,5.1,1.8,4.4,40.2,1.6,3.9,39.7,57.9
332,Keifer Sykes,32,17.7,2.1,0.7,2.0,34.4,0.7,1.9,35.5,51.6
333,Keita Bates-Diop,59,16.2,1.0,0.4,1.1,34.9,0.3,0.8,32.0,47.6
334,Kelan Martin,30,15.0,2.0,0.7,2.0,33.3,0.7,2.0,33.3,50.0
335,Keldon Johnson,75,31.9,6.0,2.0,4.8,42.2,2.0,4.7,42.2,63.0
336,Keljin Blevins,31,11.3,1.5,0.5,1.7,30.2,0.5,1.7,30.2,45.3
337,Kelly Olynyk,40,19.1,2.6,0.9,2.3,38.7,0.8,2.1,36.6,54.8
338,Kelly Oubre Jr.,76,26.3,5.9,2.0,5.6,35.3,2.0,5.6,35.0,52.7
339,Kemba Walker,37,25.6,2.3,0.8,1.9,40.3,0.7,1.8,40.9,59.0
340,Kenrich Williams,49,21.9,2.1,0.7,2.0,35.0,0.7,2.0,34.0,51.5
341,Kent Bazemore,39,14.0,1.7,0.6,1.7,33.3,0.5,1.6,33.9,49.2
342,Kentavious Caldwell-Pope,77,30.2,5.5,1.9,4.5,42.6,1.7,4.0,42.0,61.2
343,Kenyon Martin Jr.,79,21.0,2.2,0.7,2.1,35.8,0.7,2.1,35.8,53.7
344,Keon Johnson,37,18.8,1.4,0.5,1.6,28.8,0.5,1.6,29.3,43.2
345,Kessler Edwards,48,20.6,3.1,1.1,3.0,35.7,1.0,2.8,35.8,52.4
346,Kevin Durant,55,37.2,5.2,2.1,4.4,47.5,1.0,2.6,36.6,58.4
347,Kevin Huerter,74,29.6,5.4,1.8,4.3,42.5,1.7,4.1,41.9,62.3
348,Kevin Knox II,30,7.4,1.4,0.5,1.7,28.0,0.5,1.6,29.2,42.0
349,Kevin Love,74,22.5,6.7,2.3,5.9,39.0,2.0,5.3,38.8,56.3
350,Kevin Pangos,24,6.9,0.3,0.1,0.6,13.3,0.1,0.6,13.3,20.0
351,Kevin Porter Jr.,61,31.3,2.8,0.9,1.9,48.3,0.9,1.9,48.2,71.6
352,Kevon Looney,82,21.1,0.2,0.1,0.4,26.5,0.0,0.0,0.0,26.5
353,Khem Birch,55,18.0,0.5,0.3,0.8,32.6,0.0,0.3,0.0,32.6
354,Khris Middleton,66,32.4,4.1,1.4,3.7,38.8,1.2,3.2,38.8,55.6
355,Killian Hayes,66,25.0,1.9,0.7,2.1,30.9,0.6,1.9,29.4,44.2
356,Killian Tillie,36,12.8,2.1,0.7,2.2,31.3,0.7,2.2,32.1,46.9
357,Kira Lewis Jr.,24,14.2,1.1,0.4,1.5,24.3,0.4,1.5,24.3,36.5
358,Klay Thompson,32,29.4,7.8,2.7,7.5,36.3,2.4,6.5,36.4,52.1
359,Kris Dunn,14,24.0,0.2,0.1,0.6,12.5,0.1,0.6,12.5,18.8
360,Kristaps Porzingis,51,29.0,5.3,1.9,5.8,33.3,1.5,4.5,31.9,45.8
361,Kyle Anderson,69,21.5,1.4,0.5,1.5,33.3,0.4,1.3,32.2,47.5
362,Kyle Guy,19,9.8,1.9,0.6,1.6,40.0,0.6,1.6,40.0,60.0
363,Kyle Kuzma,66,33.4,4.8,1.6,4.6,35.0,1.6,4.3,35.9,52.0
364,Kyle Lowry,63,33.9,3.4,1.1,3.1,36.4,1.1,3.0,36.5,54.4
365,Kyrie Irving,29,37.6,5.0,1.7,4.1,40.8,1.6,4.0,40.9,60.4
366,LaMarcus Aldridge,47,22.3,4.7,2.2,4.3,51.5,0.3,1.0,31.1,55.0
367,LaMelo Ball,75,32.3,5.6,1.9,4.4,42.2,1.8,4.3,42.5,63.0
368,Lamar Stevens,63,16.1,1.0,0.3,1.2,30.1,0.3,1.0,30.0,42.5
369,Lance Stephenson,46,17.7,1.1,0.4,1.2,29.8,0.3,1.2,27.3,43.0
370,Landry Shamet,69,20.8,4.7,1.6,4.0,39.6,1.5,3.9,39.0,58.5
371,Langston Galloway,7,15.2,0.4,0.1,2.1,6.7,0.1,2.1,6.7,10.0
372,Larry Nance Jr.,46,22.6,1.7,0.6,1.7,34.6,0.5,1.4,35.4,49.4
373,Lauri Markkanen,61,30.8,6.9,2.3,6.2,37.4,2.2,6.0,37.1,55.3
374,LeBron James,56,37.2,4.1,1.4,3.8,37.0,1.3,3.5,37.6,54.3
375,Leandro Bolmaro,35,6.9,0.3,0.1,0.5,23.5,0.1,0.4,26.7,35.3
376,Lindell Wigginton,19,10.5,1.1,0.4,1.0,36.8,0.4,1.0,36.8,55.3
377,Lindy Waters III,25,18.6,4.9,1.6,4.6,35.3,1.6,4.6,34.8,52.6
378,Lonnie Walker IV,70,23.0,4.0,1.3,4.0,33.3,1.3,3.8,33.2,49.1
379,Lonzo Ball,35,34.6,7.1,2.4,5.7,42.2,2.3,5.5,42.5,62.8
380,Lou Williams,56,14.3,1.2,0.4,1.0,43.6,0.4,0.8,43.5,61.8
381,Louis King,10,10.4,1.5,0.5,2.0,25.0,0.5,1.9,26.3,37.5
382,Luguentz Dort,51,32.7,5.4,1.8,5.8,31.0,1.8,5.7,31.2,46.4
383,Luka Doncic,65,35.4,1.0,0.3,1.0,30.9,0.3,1.0,32.3,46.3
384,Luka Garza,32,12.2,1.5,0.5,1.7,30.9,0.5,1.3,34.9,44.5
385,Luke Kennard,70,27.4,6.6,2.2,4.9,45.5,2.1,4.6,45.8,67.3
386,Luke Kornet,15,6.9,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0
387,MJ Walker,2,4.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
388,Mac McClung,2,12.2,1.5,0.5,1.0,50.0,0.5,1.0,50.0,75.0
389,Malachi Flynn,44,12.2,1.4,0.5,1.2,38.9,0.5,1.2,38.9,58.3
390,Malcolm Brogdon,36,33.5,2.5,0.8,2.5,33.0,0.8,2.4,33.0,48.9
391,Malcolm Hill,19,11.2,1.9,0.7,1.8,38.2,0.6,1.6,35.5,54.4
392,Malik Beasley,79,25.0,7.6,2.6,6.7,38.6,2.5,6.5,38.1,57.2
393,Malik Fitts,15,4.2,1.0,0.3,0.7,50.0,0.3,0.7,50.0,75.0
394,Malik Monk,76,28.1,4.4,1.5,3.6,41.9,1.5,3.5,41.9,62.6
395,Malik Newman,1,7.7,0.0,0.0,0.0,-,0.0,0.0,-,-
396,Mamadi Diakite,13,14.4,0.2,0.1,0.5,14.3,0.0,0.4,0.0,14.3
397,Marcus Garrett,12,10.7,0.3,0.1,0.3,25.0,0.1,0.3,25.0,37.5
398,Marcus Morris Sr.,54,29.0,4.8,1.7,4.3,39.0,1.5,3.9,37.6,56.1
399,Marcus Smart,71,32.3,4.3,1.5,4.1,35.2,1.4,4.1,35.2,52.6
400,Markelle Fultz,18,20.0,0.3,0.1,0.6,20.0,0.1,0.6,20.0,30.0
401,Markieff Morris,17,17.5,3.1,1.2,2.9,40.0,0.8,2.2,35.1,53.0
402,Marko Simonovic,9,3.9,0.3,0.1,0.6,20.0,0.1,0.4,25.0,30.0
403,Markus Howard,31,5.7,1.6,0.5,1.1,51.5,0.5,1.0,50.0,75.8
404,Marquese Chriss,34,10.2,0.7,0.3,0.7,37.5,0.2,0.6,33.3,52.1
405,Marvin Bagley III,48,23.9,1.7,0.6,2.3,28.7,0.4,1.9,23.3,38.4
406,Mason Jones,4,12.6,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
407,Mason Plumlee,73,24.6,0.0,0.0,0.1,16.7,0.0,0.0,0.0,16.7
408,Matisse Thybulle,66,25.5,1.8,0.6,2.0,29.9,0.6,2.0,30.1,44.8
409,Matt Mooney,1,1.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
410,Matt Ryan,1,5.3,3.0,1.0,5.0,20.0,1.0,5.0,20.0,30.0
411,Matt Thomas,40,11.5,1.9,0.6,1.8,35.7,0.6,1.6,36.9,52.9
412,Maurice Harkless,47,18.4,1.7,0.6,1.9,30.3,0.6,1.9,30.7,45.5
413,Max Strus,68,23.3,6.7,2.2,5.4,41.1,2.2,5.4,41.3,61.6
414,Maxi Kleber,59,24.6,4.2,1.4,4.2,33.2,1.4,4.2,32.9,49.6
415,McKinley Wright IV,5,3.8,0.0,0.0,0.0,-,0.0,0.0,-,-
416,Melvin Frazier Jr.,3,39.9,1.0,0.3,6.7,5.0,0.3,6.7,5.0,7.5
417,Micah Potter,3,10.3,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0
418,Michael Porter Jr.,9,29.4,2.7,1.0,3.9,25.7,0.7,3.2,20.7,34.3
419,Mikal Bridges,82,34.8,4.1,1.4,3.7,38.2,1.3,3.4,38.3,55.6
420,Mike Conley,72,28.6,2.3,0.8,1.8,41.4,0.8,1.8,41.4,62.0
421,Mike Muscala,43,13.8,5.1,1.8,4.3,40.9,1.6,3.7,42.9,59.4
422,Miles Bridges,80,35.5,3.9,1.3,3.7,36.0,1.3,3.6,36.2,53.8
423,Miles McBride,40,9.3,0.8,0.3,0.9,27.0,0.3,0.9,27.8,40.5
424,Mitchell Robinson,72,25.7,0.0,0.0,0.0,-,-,-,-,-
425,Miye Oni,16,2.8,0.2,0.1,0.4,14.3,0.1,0.4,14.3,21.4
426,Mo Bamba,71,25.7,4.8,1.6,4.2,39.3,1.5,3.8,39.3,57.0
427,Monte Morris,75,29.9,4.3,1.5,3.5,42.5,1.3,3.2,42.1,62.0
428,Montrezl Harrell,71,23.1,0.3,0.1,0.4,33.3,0.0,0.1,20.0,37.0
429,Moritz Wagner,63,15.2,3.1,1.0,3.1,33.3,1.0,3.1,33.7,50.0
430,Moses Brown,40,8.6,0.0,0.0,0.0,-,-,-,-,-
431,Moses Moody,52,11.7,2.1,0.7,1.9,36.6,0.7,1.8,36.5,54.0
432,Moses Wright,4,3.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
433,Mychal Mulder,17,14.1,2.6,0.9,2.8,31.9,0.9,2.8,31.9,47.9
434,Myles Powell,11,4.7,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
435,Myles Turner,42,29.4,4.5,1.5,4.4,35.1,1.4,4.1,33.9,50.8
436,Naji Marshall,55,13.4,0.9,0.3,1.8,18.6,0.3,1.7,17.0,26.8
437,Nassir Little,42,25.9,3.0,1.0,3.1,33.3,1.0,3.0,33.1,49.6
438,Nate Hinton,2,1.2,0.0,0.0,0.0,-,-,-,-,-
439,Nathan Knight,37,7.2,0.3,0.1,0.3,33.3,0.1,0.3,33.3,50.0
440,Naz Reid,77,15.8,2.2,0.7,2.1,35.0,0.7,2.0,35.7,52.5
441,Neemias Queta,15,8.0,0.0,0.0,0.3,0.0,-,-,-,0.0
442,Nemanja Bjelica,71,16.1,2.1,0.7,1.9,37.0,0.7,1.9,36.4,54.3
443,Nerlens Noel,25,22.5,0.3,0.2,0.4,44.4,0.0,0.1,0.0,44.4
444,Nic Claxton,47,20.7,0.0,0.0,0.0,50.0,-,-,-,50.0
445,Nick Richards,50,7.3,0.0,0.0,0.0,100,-,-,-,100
446,Nickeil Alexander-Walker,65,22.6,3.8,1.3,4.0,32.0,1.2,3.9,31.7,47.5
447,Nicolas Batum,59,24.8,5.5,1.9,4.5,42.7,1.6,4.0,40.3,60.7
448,Nik Stauskas,8,4.8,1.1,0.4,0.8,50.0,0.4,0.8,50.0,75.0
449,Nikola Jokic,74,33.5,4.2,1.6,4.0,39.4,1.1,3.2,33.5,52.7
450,Nikola Vucevic,73,33.1,6.8,2.7,7.4,36.5,1.4,4.5,31.5,45.9
451,Norman Powell,45,32.4,5.0,1.7,3.8,43.9,1.6,3.6,45.4,65.3
452,Norvel Pelle,3,6.3,0.0,0.0,0.0,-,-,-,-,-
453,OG Anunoby,48,36.0,6.1,2.0,5.1,40.0,2.0,5.0,39.6,59.4
454,Obi Toppin,72,17.1,2.2,0.8,2.3,32.1,0.7,2.3,31.5,47.3
455,Olivier Sarr,22,19.1,2.2,0.8,1.6,51.4,0.6,1.3,44.8,70.0
456,Omer Yurtseven,56,12.6,0.3,0.1,0.6,24.2,0.0,0.2,9.1,25.8
457,Onyeka Okongwu,48,20.7,0.1,0.0,0.1,50.0,-,-,-,50.0
458,Oshae Brissett,67,23.3,3.5,1.2,3.3,35.5,1.1,3.2,35.7,52.7
459,Otto Porter Jr.,63,22.2,3.6,1.2,3.3,36.7,1.1,3.1,35.7,53.3
460,P.J. Dozier,18,18.9,2.1,0.7,2.2,32.5,0.7,1.9,35.3,47.5
461,P.J. Tucker,71,27.9,3.4,1.2,2.9,40.1,1.1,2.6,41.0,58.7
462,P.J. Washington,65,27.2,4.5,1.5,4.1,36.3,1.5,4.1,36.6,54.5
463,Paris Bass,2,3.7,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
464,Pascal Siakam,68,37.9,3.5,1.3,3.2,39.9,1.0,2.7,36.5,55.0
465,Pat Connaughton,65,26.0,6.6,2.2,5.5,40.1,2.2,5.4,39.8,59.6
466,Patrick Beverley,58,25.4,3.2,1.1,2.7,39.0,1.0,2.7,38.5,57.9
467,Patrick Williams,17,24.8,2.3,0.8,1.6,48.1,0.8,1.5,52.0,72.2
468,Patty Mills,81,29.0,6.9,2.3,5.5,42.4,2.3,5.4,42.2,63.2
469,Paul George,31,34.8,4.5,1.6,3.7,43.9,1.3,3.1,41.1,61.0
470,Paul Millsap,33,11.4,0.8,0.3,1.1,24.3,0.2,1.0,24.2,35.1
471,Paul Reed,38,8.0,0.2,0.1,0.3,27.3,0.1,0.2,25.0,36.4
472,Paul Watson,9,17.4,2.0,0.7,2.6,26.1,0.7,2.6,26.1,39.1
473,Payton Pritchard,71,14.1,3.1,1.1,2.5,42.6,1.0,2.4,42.3,62.8
474,Petr Cornelie,13,2.9,0.2,0.1,0.6,12.5,0.1,0.5,14.3,18.8
475,Precious Achiuwa,73,23.6,2.4,0.8,2.3,36.7,0.7,2.0,37.5,53.0
476,Quentin Grimes,46,17.1,4.2,1.4,3.4,41.7,1.4,3.3,41.2,61.9
477,Quinndary Weatherspoon,11,6.7,0.3,0.1,0.3,33.3,0.1,0.3,33.3,50.0
478,R.J. Hampton,64,21.9,2.5,0.8,2.1,40.0,0.8,2.1,39.8,59.6
479,RJ Barrett,70,34.5,4.9,1.7,4.6,36.4,1.6,4.4,36.8,54.1
480,RJ Nembhard Jr.,14,4.5,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
481,Rajon Rondo,39,17.9,1.7,0.6,1.4,42.6,0.6,1.3,42.3,63.0
482,Raul Neto,70,19.6,0.8,0.3,1.1,24.4,0.3,1.1,24.4,36.5
483,Rayjon Tucker,5,14.2,1.2,0.4,0.4,100,0.4,0.4,100,150.0
484,Reggie Bullock,68,28.0,6.1,2.0,5.5,37.5,2.0,5.3,37.4,55.7
485,Reggie Jackson,75,31.2,3.3,1.1,3.5,31.1,1.1,3.4,31.4,46.2
486,Reggie Perry,10,18.7,1.5,0.6,1.9,31.6,0.3,1.4,21.4,39.5
487,Richaun Holmes,45,23.9,1.7,0.8,1.5,55.1,0.0,0.1,40.0,56.5
488,Ricky Rubio,34,28.5,2.8,1.0,2.9,34.0,0.9,2.7,31.9,49.0
489,Rob Edwards,2,5.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
490,Robert Covington,71,27.3,4.9,1.6,4.4,37.1,1.6,4.3,37.5,55.6
491,Robert Williams III,61,29.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
492,Robert Woodard II,12,3.5,0.3,0.1,0.3,25.0,0.1,0.3,33.3,37.5
493,Robin Lopez,36,17.0,0.2,0.1,0.2,42.9,0.1,0.1,40.0,57.1
494,Rodney Hood,52,13.6,1.3,0.4,1.4,31.5,0.4,1.3,32.9,47.3
495,Rodney McGruder,51,14.8,3.2,1.1,2.5,42.6,1.0,2.5,41.6,62.8
496,Romeo Langford,48,16.1,1.6,0.6,1.7,33.8,0.5,1.6,32.9,49.4
497,Royce O'Neale,77,31.2,4.1,1.4,3.6,38.0,1.4,3.6,38.0,57.1
498,Rudy Gay,55,18.9,3.3,1.2,3.2,36.2,1.0,3.0,34.1,52.0
499,Rudy Gobert,66,32.1,0.0,0.0,0.1,14.3,0.0,0.1,0.0,14.3
500,Rui Hachimura,42,22.5,4.4,1.5,3.3,46.4,1.3,2.7,47.0,65.7
501,Russell Westbrook,78,34.3,1.8,0.6,1.9,31.1,0.6,1.8,29.9,45.4
502,Ryan Arcidiacono,10,7.6,0.9,0.3,0.7,42.9,0.3,0.7,42.9,64.3
503,Saben Lee,37,16.3,0.6,0.2,0.8,26.7,0.2,0.8,26.7,40.0
504,Saddiq Bey,82,33.0,6.4,2.2,5.7,38.0,2.1,5.5,38.0,56.1
505,Sam Dekker,1,0.9,0.0,0.0,0.0,-,-,-,-,-
506,Sam Hauser,26,6.1,1.8,0.6,1.4,43.2,0.6,1.4,43.2,64.9
507,Sam Merrill,6,9.6,2.5,0.8,2.5,33.3,0.8,2.5,33.3,50.0
508,Sandro Mamukelashvili,41,9.9,1.6,0.5,1.2,44.0,0.5,1.2,42.9,65.0
509,Santi Aldama,32,11.2,0.8,0.3,1.4,19.6,0.2,1.3,14.0,26.1
510,Scottie Barnes,74,35.4,2.5,0.9,2.9,32.7,0.6,2.1,29.0,43.2
511,Scottie Lewis,2,3.3,0.0,0.0,0.0,-,-,-,-,-
512,Scotty Hopson,1,17.7,0.0,0.0,0.0,-,0.0,0.0,-,-
513,Sekou Doumbouya,2,8.2,1.5,0.5,1.0,50.0,0.5,1.0,50.0,75.0
514,Semi Ojeleye,30,13.5,1.2,0.4,1.6,25.5,0.4,1.4,27.9,38.3
515,Serge Ibaka,54,16.3,2.5,0.9,2.4,38.3,0.6,1.7,38.9,52.0
516,Seth Curry,64,33.3,5.4,1.8,3.9,47.0,1.7,3.7,47.0,69.1
517,Shai Gilgeous-Alexander,56,34.7,1.2,0.4,0.9,41.5,0.4,0.9,42.3,62.3
518,Shake Milton,55,21.4,1.8,0.6,1.8,35.1,0.6,1.7,34.0,51.5
519,Shaq Buchanan,2,4.9,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
520,Shaquille Harrison,2,11.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
521,Sharife Cooper,13,3.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
522,Skylar Mays,28,7.9,0.9,0.3,0.8,34.8,0.3,0.8,34.8,52.2
523,Solomon Hill,13,10.7,0.5,0.2,0.9,16.7,0.2,0.9,16.7,25.0
524,Spencer Dinwiddie,67,29.6,2.4,0.8,2.1,37.5,0.8,2.1,37.3,55.9
525,Stanley Johnson,48,22.8,1.9,0.7,2.2,30.8,0.6,2.0,29.2,44.2
526,Stephen Curry,64,34.5,6.1,2.1,5.2,39.5,2.0,5.0,39.0,58.4
527,Sterling Brown,49,12.8,1.5,0.5,1.7,30.1,0.5,1.7,29.3,44.6
528,Steven Adams,76,26.3,0.1,0.0,0.1,27.3,0.0,0.0,-,27.3
529,Svi Mykhailiuk,56,12.8,1.7,0.6,1.8,32.0,0.5,1.7,31.6,47.0
530,T.J. McConnell,27,24.2,0.9,0.3,1.0,28.6,0.3,0.9,30.4,41.1
531,Tacko Fall,11,5.3,0.0,0.0,0.0,-,-,-,-,-
532,Taj Gibson,52,18.2,1.3,0.5,1.3,41.5,0.3,0.7,42.9,53.1
533,Talen Horton-Tucker,60,25.2,1.6,0.5,1.9,27.6,0.5,1.9,27.0,40.5
534,Taurean Prince,69,17.1,3.2,1.1,2.9,38.1,1.1,2.8,38.5,56.9
535,Terance Mann,81,28.6,2.0,0.7,1.6,40.9,0.6,1.6,41.3,60.6
536,Terence Davis,30,17.9,2.6,0.9,2.8,31.3,0.9,2.8,31.3,47.0
537,Terrence Ross,63,23.0,2.7,0.9,2.9,31.9,0.8,2.7,30.2,45.9
538,Terry Rozier,73,33.7,6.5,2.2,5.6,39.4,2.1,5.5,38.9,58.5
539,Terry Taylor,33,21.6,1.2,0.4,1.2,36.8,0.3,1.0,32.4,51.3
540,Thaddeus Young,52,16.3,1.0,0.3,0.9,37.8,0.3,0.8,39.0,55.6
541,Thanasis Antetokounmpo,48,9.9,0.1,0.0,0.2,11.1,0.0,0.2,11.1,16.7
542,Theo Maledon,51,17.8,1.7,0.6,2.2,26.1,0.6,2.2,26.1,39.2
543,Theo Pinson,19,7.8,1.4,0.5,1.3,37.5,0.5,1.3,37.5,56.3
544,Thomas Bryant,27,16.3,1.9,0.7,2.1,33.9,0.4,1.5,29.3,44.6
545,Tim Frazier,12,17.3,0.9,0.3,1.1,30.8,0.3,0.8,30.0,42.3
546,Tim Hardaway Jr.,42,29.6,5.3,1.8,5.3,33.9,1.7,5.0,34.3,50.2
547,Timothe Luwawu-Cabarrot,52,13.2,2.3,0.8,2.2,33.9,0.8,2.2,34.5,50.9
548,Tobias Harris,73,34.8,3.5,1.2,3.3,35.4,1.1,3.2,35.3,52.5
549,Tomas Satoransky,55,16.5,0.5,0.2,0.8,20.5,0.2,0.8,20.5,30.7
550,Tony Bradley,55,10.0,0.3,0.1,0.2,58.3,-,-,-,58.3
551,Tony Snell,53,15.5,2.5,0.8,2.3,36.3,0.8,2.3,35.5,53.6
552,Torrey Craig,78,20.5,2.7,0.9,2.8,33.5,0.9,2.7,32.7,49.5
553,Trae Young,76,34.9,1.5,0.5,1.1,48.8,0.5,1.0,48.1,71.3
554,Trayvon Palmer,1,16.8,0.0,0.0,0.0,-,-,-,-,-
555,Tre Jones,69,16.6,0.4,0.1,0.6,23.7,0.1,0.5,23.5,34.2
556,Tre Mann,60,22.8,2.3,0.8,2.1,37.9,0.8,2.0,38.7,56.5
557,Tremont Waters,3,16.8,1.0,0.3,0.3,100,0.3,0.3,100,150.0
558,Trendon Watford,48,18.1,0.8,0.3,1.1,28.8,0.2,0.7,22.9,36.5
559,Trent Forrest,60,12.8,0.2,0.1,0.4,18.2,0.1,0.4,18.2,27.3
560,Trevelin Queen,10,7.4,1.2,0.4,1.3,30.8,0.4,1.3,30.8,46.2
561,Trevon Scott,2,5.7,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
562,Trevor Ariza,24,19.3,2.4,0.8,2.8,27.9,0.8,2.8,27.9,41.9
563,Trey Burke,42,10.5,1.5,0.5,1.4,35.0,0.5,1.3,34.5,50.8
564,Trey Lyles,75,20.5,2.8,1.0,2.7,35.0,0.9,2.5,34.4,50.5
565,Trey Murphy III,62,13.9,3.3,1.1,2.9,38.8,1.1,2.8,38.9,57.9
566,Tristan Thompson,57,15.7,0.1,0.0,0.1,28.6,0.0,0.0,50.0,35.7
567,Troy Brown Jr.,66,16.0,2.1,0.7,1.9,36.5,0.7,1.9,36.3,54.4
568,Ty Jerome,48,16.7,2.6,0.9,2.9,31.2,0.8,2.8,29.9,45.7
569,Tyler Cook,20,10.0,0.0,0.0,0.0,-,-,-,-,-
570,Tyler Hall,1,1.9,0.0,0.0,0.0,-,-,-,-,-
571,Tyler Herro,66,32.6,4.5,1.6,3.6,44.1,1.3,3.2,42.2,62.9
572,Tyler Johnson,6,15.2,2.5,0.8,2.3,35.7,0.8,2.0,41.7,53.6
573,Tyrell Terry,2,1.5,0.0,0.0,0.0,-,-,-,-,-
574,Tyrese Haliburton,77,35.0,2.5,0.8,1.9,42.7,0.8,1.9,43.2,63.7
575,Tyrese Maxey,75,35.3,3.0,1.0,2.2,45.5,1.0,2.2,45.1,67.7
576,Tyrone Wallace,6,12.5,1.0,0.3,1.2,28.6,0.3,1.2,28.6,42.9
577,Tyus Jones,73,21.2,2.7,0.9,2.3,41.2,0.9,2.1,41.0,60.6
578,Udoka Azubuike,17,11.5,0.0,0.0,0.1,0.0,-,-,-,0.0
579,Udonis Haslem,13,6.4,0.4,0.2,0.6,25.0,0.1,0.3,25.0,31.3
